easting,northing,number_of_vehicles,casualty_severity,age_of_casualty,1st_road_class_a_m,1st_road_class_b,1st_road_class_c,1st_road_class_motorway,1st_road_class_unclassified,road_surface_dry,road_surface_flood,road_surface_snow,lighting_conditions_darkness_no_street_lighting,lighting_conditions_darkness_street_lighting_unknown,lighting_conditions_darkness_street_lights_present_but_unlit,lighting_conditions_daylight_street_lights_present,weather_conditions_fine_with_high_winds,weather_conditions_fine_without_high_winds,weather_conditions_raining_with_high_winds,weather_conditions_raining_without_high_winds,weather_conditions_snowing_with_high_winds,weather_conditions_snowing_without_high_winds,casualty_class_passenger,casualty_class_pedestrian,sex_of_casualty_male,type_of_vehicle_car,type_of_vehicle_goods_vehicle,type_of_vehicle_minibus,type_of_vehicle_motorcycle,type_of_vehicle_other_vehicle,type_of_vehicle_pedal_cycle,accident_day_of_week,accident_week,accident_hour,road_surface_frost,road_surface_wet,lighting_conditions_darkness_street_lights_present_and_lit,weather_conditions_fog_or_mist,weather_conditions_no_report,casualty_class_driver,year,day,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
425800,433245,2,0,8,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,41,8,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432010,440321,1,0,29,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,41,0,0,0,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432010,440321,1,0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,41,0,0,0,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433389,437248,1,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,22,0,1,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433389,437248,1,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,41,22,0,1,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433389,437248,1,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,41,22,0,1,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430003,438650,2,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,20,0,1,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434456,433703,2,0,59,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,15,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434456,433703,2,0,29,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,15,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434456,433703,2,0,41,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,41,15,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428558,431692,2,0,54,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,41,13,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428609,430764,1,0,77,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,41,13,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
427609,430978,1,0,27,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,41,14,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432195,426084,3,0,34,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,41,11,0,0,0,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429392,433762,1,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,20,0,0,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429392,433762,1,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,41,20,0,0,1,0,0,0,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428774,433284,2,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,45,1,0,0,1,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428774,433284,2,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,45,1,0,0,1,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
424389,433629,2,1,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,45,11,0,1,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
424389,433629,2,0,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3,45,11,0,1,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419953,434122,3,0,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,45,16,0,0,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419953,434122,3,0,72,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,45,16,0,0,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419953,434122,3,0,45,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,45,16,0,0,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
436174,434650,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,45,18,0,1,1,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439992,437096,2,0,38,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,45,18,0,0,1,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429786,430627,2,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,45,8,0,1,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429786,430627,2,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,45,8,0,1,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429786,430627,2,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,45,8,0,1,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428342,425456,2,1,69,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,45,15,0,0,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428342,425456,2,0,39,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,45,15,0,0,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432941,425957,4,0,27,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,45,11,0,1,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432941,425957,4,0,25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,45,11,0,1,0,0,0,0,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427353,434821,3,0,29,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,49,14,0,0,0,0,0,0,2010,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
427353,434821,3,0,30,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,49,14,0,0,0,0,0,0,2010,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
429587,434803,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,49,17,0,1,1,0,0,0,2010,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
429587,434803,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,49,17,0,1,1,0,0,0,2010,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
427650,431150,2,0,22,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,49,14,0,0,0,0,0,0,2010,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
430055,434020,1,0,51,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,49,18,0,0,0,0,0,0,2010,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
421672,435854,2,0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,45,16,0,1,1,0,0,0,2010,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
421672,435854,2,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5,45,16,0,1,1,0,0,0,2010,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
442101,434631,2,0,64,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,45,15,0,0,0,0,0,0,2010,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
431022,439213,3,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,45,12,0,0,0,0,0,0,2010,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
428434,428905,4,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,45,17,0,0,0,0,0,0,2010,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
435171,428738,1,0,15,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,45,21,0,0,0,0,0,0,2010,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
428364,435150,2,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,45,18,0,1,1,0,0,0,2010,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
429466,435981,2,0,63,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,45,12,0,1,0,0,0,0,2010,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
429466,435981,2,0,29,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6,45,12,0,1,0,0,0,0,2010,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
421124,434481,2,0,32,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,15,0,0,0,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
421124,434481,2,0,45,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,15,0,0,0,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440614,433549,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,46,17,0,1,1,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439689,433096,1,0,72,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46,15,0,0,0,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432535,443141,2,0,67,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,14,0,0,0,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432535,443141,2,0,46,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,14,0,0,0,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429661,433421,1,0,25,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,46,7,0,1,0,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440465,447005,2,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,46,4,1,0,1,0,0,0,2010,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428076,432813,2,0,58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46,11,0,1,0,1,0,0,2010,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428005,435411,2,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46,17,0,1,1,0,1,0,2010,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427069,434823,1,1,47,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,46,14,0,0,0,0,0,0,2010,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431983,435856,2,0,58,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,46,11,0,0,0,0,0,0,2010,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428560,433228,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,46,21,0,1,1,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431650,433021,2,0,16,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,46,20,0,0,0,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428762,430726,1,1,12,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,46,15,0,0,0,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429963,433402,1,0,81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,46,12,0,1,0,0,1,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429963,430861,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,46,15,0,1,0,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426347,427856,1,0,45,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,46,13,0,0,0,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429419,428180,2,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,46,19,0,1,1,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427564,426348,2,0,47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,19,0,1,0,0,1,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433599,425862,5,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,46,17,0,1,1,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433599,425862,5,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,46,17,0,1,1,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433599,425862,5,1,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,46,17,0,1,1,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433599,425862,5,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,17,0,1,1,0,0,0,2010,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
437519,431948,1,0,45,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,46,6,0,1,0,0,0,0,2010,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432639,434577,2,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,46,18,0,1,1,0,0,0,2010,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432639,434577,2,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,46,18,0,1,1,0,0,0,2010,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432100,435560,1,0,54,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,46,14,0,1,0,0,0,0,2010,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430944,438973,1,0,89,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,46,16,0,0,0,0,0,0,2010,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430849,424403,2,0,44,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,46,7,0,0,0,0,0,0,2010,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429126,433546,2,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,46,22,0,1,1,0,0,0,2010,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427975,436062,2,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,46,14,0,1,0,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
422416,436968,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,46,18,0,1,1,1,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
422416,436968,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,46,18,0,1,1,1,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
422416,436968,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,46,18,0,1,1,1,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
422416,436968,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,46,18,0,1,1,1,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
420628,433675,1,0,75,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,46,15,0,1,0,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
420628,433675,1,0,75,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,46,15,0,1,0,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427440,434963,1,2,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,46,20,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427440,434963,1,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,46,20,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
423869,435356,2,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,46,21,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427677,435053,2,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,46,20,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
424815,434116,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,46,18,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
437820,433100,2,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,46,17,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
434799,429078,2,0,61,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,46,13,0,1,0,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
428573,427711,1,1,50,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,46,12,0,0,0,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427819,425861,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,46,20,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427819,425861,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,46,20,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427819,425861,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,4,46,20,0,1,1,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
424754,427905,2,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,46,15,0,0,0,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
443309,434785,1,1,40,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,46,21,0,1,0,0,0,0,2010,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
426766,438351,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,46,17,0,1,1,0,0,0,2010,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
429579,434770,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,5,46,23,0,1,1,0,0,0,2010,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
435070,435670,2,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,46,18,0,1,1,0,0,0,2010,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
430375,433505,1,0,52,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,46,12,0,0,0,0,0,0,2010,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
426172,427776,1,1,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,46,16,0,1,0,0,0,0,2010,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
430276,433064,1,0,36,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,5,46,23,0,0,1,0,0,0,2010,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
423934,427899,1,0,51,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,46,8,0,0,0,0,0,0,2010,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
442106,445177,1,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,6,46,8,0,1,0,0,0,0,2010,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
426335,438092,2,0,43,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,47,11,0,0,0,0,0,0,2010,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428820,435213,1,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,47,21,0,1,1,0,0,0,2010,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
