reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
120492660,429432,436004,2,2012-11-10,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car
120492660,429432,436004,2,2012-11-10,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
120494850,430142,438260,3,2012-11-10,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
120494850,430142,438260,3,2012-11-10,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Car
120490984,430451,433944,1,2012-11-11,750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
120491227,432947,439243,2,2012-11-11,1257,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,84,Car
120491227,432947,439243,2,2012-11-11,1257,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,82,Car
120491242,430728,439082,2,2012-11-11,405,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,40,Pedal cycle
120491525,421948,432943,1,2012-11-11,1700,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,19,Car
120492348,428623,436922,1,2012-11-12,930,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,39,Car
120492608,430188,433964,1,2012-11-12,1127,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Male,29,Car
120492638,425946,434687,1,2012-11-12,1122,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,70,Car
120494617,429187,431924,2,2012-11-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
120494617,429187,431924,2,2012-11-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car
120495054,426955,435905,2,2012-11-13,1755,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,18,Car
120495054,426955,435905,2,2012-11-13,1755,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
120495054,426955,435905,2,2012-11-13,1755,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,57,Car
120495157,430352,433723,1,2012-11-13,1616,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,71,Bus or coach (17 or more passenger seats)
120495792,429342,431407,2,2012-11-13,1310,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
120496095,427913,433288,1,2012-11-13,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats)
120495588,433973,434148,2,2012-11-14,730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
120495760,422120,428834,2,2012-11-14,750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc
120496770,421698,433534,2,2012-11-14,1554,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car
120496827,430529,435167,1,2012-11-14,1728,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,30,Car
120497543,427583,437320,3,2012-11-15,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
120498446,431911,435739,1,2012-11-15,1454,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,35,Car
120498499,432292,436989,1,2012-11-15,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,15,Car
120498795,425465,437511,2,2012-11-15,2030,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,45,Car
120500407,423591,434591,3,2012-11-15,1925,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car
120501049,427904,435626,2,2012-11-15,1800,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
120499256,430446,431703,3,2012-11-16,723,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car
120500020,431912,434798,1,2012-11-16,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Car
120500230,436980,437530,3,2012-11-16,1700,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car
120500230,436980,437530,3,2012-11-16,1700,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car
120501612,428110,426279,3,2012-11-17,1515,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
120501612,428110,426279,3,2012-11-17,1515,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
120501841,423049,437654,2,2012-11-17,115,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Serious,Female,63,Car
120506349,420366,440446,2,2012-11-17,1335,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
120502714,426649,441796,1,2012-11-18,1149,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,M/cycle 50cc and under
120502714,426649,441796,1,2012-11-18,1149,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,73,M/cycle 50cc and under
120502756,431773,435546,2,2012-11-18,1500,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car
120503060,430253,433402,1,2012-11-18,450,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,19,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
120503158,431970,435836,2,2012-11-18,2050,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Taxi/Private hire car
120509211,420003,445285,2,2012-11-18,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
120503829,428422,432502,1,2012-11-19,955,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,M/cycle 50cc and under
120505346,435817,435757,2,2012-11-20,815,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,18,Car
120505346,435817,435757,2,2012-11-20,815,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,58,Car
120505476,424591,433585,1,2012-11-20,900,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,23,Car
120505717,431136,434657,4,2012-11-20,933,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,43,Car
120506117,433524,434617,2,2012-11-20,1525,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,28,Motorcycle over 50cc and up to 125cc
120506301,425754,427036,1,2012-11-20,1623,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,7,Car
120506306,429402,435415,1,2012-11-20,1854,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,24,Car
120506306,429402,435415,1,2012-11-20,1854,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,40,Car
120507811,427198,431559,2,2012-11-20,1615,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
120506896,429659,434609,2,2012-11-21,905,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,25,Pedal cycle
120507808,424237,428164,2,2012-11-21,615,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,66,Car
120507808,424237,428164,2,2012-11-21,615,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,33,Car
120507954,428434,434998,2,2012-11-21,1859,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,21,Pedal cycle
120508042,438576,433814,2,2012-11-21,1357,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
120508334,424771,425460,1,2012-11-21,2200,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,41,Car
120508810,431330,435050,2,2012-11-21,1345,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,21,Car
120509239,428962,435463,1,2012-11-21,1740,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,78,Car
120508525,445196,446984,2,2012-11-22,755,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car
120508716,436981,433603,2,2012-11-22,815,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,25,Car
120508716,436981,433603,2,2012-11-22,815,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,51,Taxi/Private hire car
120508755,424071,434503,2,2012-11-22,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
120508806,430910,432289,2,2012-11-22,1255,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car
120508806,430910,432289,2,2012-11-22,1255,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Taxi/Private hire car
120508806,430910,432289,2,2012-11-22,1255,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46,Taxi/Private hire car
120508806,430910,432289,2,2012-11-22,1255,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Taxi/Private hire car
120509416,421614,436042,3,2012-11-22,1800,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,44,Car
120509416,421614,436042,3,2012-11-22,1800,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,52,Car
120509422,428561,434247,2,2012-11-22,1530,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Motorcycle over 125cc and up to 500cc
120509425,428109,426281,2,2012-11-22,1644,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,60,Car
120509425,428109,426281,2,2012-11-22,1644,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,Car
120515925,430789,433253,3,2012-11-22,1630,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Car
120511229,428653,434883,2,2012-11-23,1935,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
120512226,429690,425693,2,2012-11-23,1910,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Pedal cycle
120514265,429133,435251,2,2012-11-23,945,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
120511612,424923,434423,1,2012-11-24,210,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 125cc and up to 500cc
120511905,443331,435489,2,2012-11-24,830,B,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
120512442,427069,433703,2,2012-11-24,1528,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Motorcycle over 50cc and up to 125cc
120512744,429320,433685,2,2012-11-24,1745,A(M),Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,24,Car
120512744,429320,433685,2,2012-11-24,1745,A(M),Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,25,Car
120515012,432509,427306,2,2012-11-24,950,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
120515012,432509,427306,2,2012-11-24,950,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Car
120513100,426982,440718,1,2012-11-25,455,A,5,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,33,Car
120513362,430487,435324,2,2012-11-25,540,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
120514263,422223,433797,2,2012-11-25,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Pedal cycle
120515360,433296,425346,2,2012-11-26,1555,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,27,Goods vehicle 3.5 tonnes mgw and under
120515360,433296,425346,2,2012-11-26,1555,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,51,Car
120515364,431176,434985,2,2012-11-26,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,22,Car
120515447,423999,438451,2,2012-11-26,1630,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,42,Car
120515473,428823,431611,2,2012-11-26,1640,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,20,Car
120515473,428823,431611,2,2012-11-26,1640,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,67,Car
120520538,424123,428153,2,2012-11-26,2120,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,50,Car
120520538,424123,428153,2,2012-11-26,2120,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,45,Car
120516001,431533,445776,2,2012-11-27,550,A,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver,Slight,Male,62,Car
120516136,433609,433177,1,2012-11-27,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,2,Bus or coach (17 or more passenger seats)
120516264,422481,432191,1,2012-11-27,901,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,79,Car
120516317,427934,426303,1,2012-11-27,1035,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,75,Car
120517017,430657,434692,3,2012-11-27,1340,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,63,Car
120517017,430657,434692,3,2012-11-27,1340,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
120517017,430657,434692,3,2012-11-27,1340,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Car
120518141,424737,438876,1,2012-11-27,1720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,16,Car
120518891,429953,430374,3,2012-11-27,2200,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car
120518891,429953,430374,3,2012-11-27,2200,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,35,Car
120518891,429953,430374,3,2012-11-27,2200,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,35,Car
120518891,429953,430374,3,2012-11-27,2200,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Car
120518814,427522,431362,1,2012-11-28,1721,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,21,Car
120518820,432158,429526,3,2012-11-28,1635,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car
120518820,432158,429526,3,2012-11-28,1635,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,40,Car
120519132,426189,438511,2,2012-11-28,2215,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,26,Car
120519132,426189,438511,2,2012-11-28,2215,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car
120519132,426189,438511,2,2012-11-28,2215,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
120519870,423416,434147,1,2012-11-29,1135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,53,Car
120520472,420915,434413,2,2012-11-29,1340,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
120520477,429283,433688,2,2012-11-29,1650,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car
120520542,420317,445375,1,2012-11-29,1337,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,82,Bus or coach (17 or more passenger seats)
120520957,428325,434426,1,2012-11-29,2045,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,33,Car
120521548,426777,438346,1,2012-11-29,930,A,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,24,Motorcycle over 125cc and up to 500cc
120541690,428398,434382,2,2012-11-29,130,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,42,Pedal cycle
120521097,422615,440122,1,2012-11-30,655,Unclassified,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,23,Car
120521284,433212,437610,2,2012-11-30,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
120521990,423012,437676,2,2012-11-30,1448,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17,Car
120522007,419724,442089,1,2012-11-30,1550,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,10,Car
120522045,430664,434709,2,2012-11-30,1610,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,20,Pedal cycle
120522567,441053,432047,2,2012-11-30,2233,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,47,Car
120522567,441053,432047,2,2012-11-30,2233,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,57,Car
120522820,435927,437367,2,2012-11-30,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Motorcycle over 125cc and up to 500cc
120523377,431971,435824,2,2012-11-30,1935,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,28,Taxi/Private hire car
120527726,436883,436410,2,2012-11-30,900,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
120527726,436883,436410,2,2012-11-30,900,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
120527726,436883,436410,2,2012-11-30,900,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
120522513,429800,433923,1,2012-12-01,5,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,20,Taxi/Private hire car
120522517,430798,433278,1,2012-12-01,5,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,60,Car
120523498,429146,431992,2,2012-12-01,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car
120523498,429146,431992,2,2012-12-01,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car
120523517,426320,437708,2,2012-12-01,1825,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Car
120523598,435933,437366,2,2012-12-01,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Taxi/Private hire car
120523598,435933,437366,2,2012-12-01,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41,Taxi/Private hire car
120523771,422915,433579,2,2012-12-01,2325,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,53,Car
120523771,422915,433579,2,2012-12-01,2325,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,31,Car
120523771,422915,433579,2,2012-12-01,2325,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,32,Car
120523771,422915,433579,2,2012-12-01,2325,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,27,Car
120523771,422915,433579,2,2012-12-01,2325,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,31,Car
120524024,436717,434097,1,2012-12-01,915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,50,Car
120525630,423347,434355,2,2012-12-01,1800,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,30,Taxi/Private hire car
120535966,427156,432529,2,2012-12-01,945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
120539519,433803,434638,2,2012-12-01,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,65,Car
120539519,433803,434638,2,2012-12-01,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
120524338,428547,434274,1,2012-12-02,1726,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,39,Car
120525161,440598,426158,1,2012-12-02,1930,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,52,Car
120525114,440980,437445,1,2012-12-03,535,Unclassified,Frost / Ice,Darkness: no street lighting,Raining without high winds,Driver,Slight,Male,47,Car
120525130,425911,426233,2,2012-12-03,620,Motorway,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,40,Goods vehicle 3.5 tonnes mgw and under
120525369,420324,434223,2,2012-12-03,900,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,35,Car
120525424,436342,430693,2,2012-12-03,655,Unclassified,Frost / Ice,5,Fine without high winds,Driver,Slight,Male,44,Car
120525424,436342,430693,2,2012-12-03,655,Unclassified,Frost / Ice,5,Fine without high winds,Driver,Slight,Male,34,Car
120525424,436342,430693,2,2012-12-03,655,Unclassified,Frost / Ice,5,Fine without high winds,Passenger,Slight,Male,36,Car
120526656,423011,437654,2,2012-12-03,2318,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,24,Car
120527173,422161,433030,2,2012-12-03,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
120527173,422161,433030,2,2012-12-03,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car
120527173,422161,433030,2,2012-12-03,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,Car
120527238,420884,434444,2,2012-12-03,1320,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
120527238,420884,434444,2,2012-12-03,1320,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Goods vehicle 7.5 tonnes mgw and over
130024327,431668,437595,2,2012-12-03,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
120526720,428372,432881,2,2012-12-04,728,B,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,36,Pedal cycle
120526773,426973,433433,1,2012-12-04,820,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,Car
120527271,432466,438881,2,2012-12-04,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Motorcycle over 50cc and up to 125cc
120529092,428201,434947,2,2012-12-04,1915,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car
120528454,428871,432903,2,2012-12-05,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
120528682,429835,432151,4,2012-12-05,830,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
120528699,432120,434682,2,2012-12-05,910,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
120528923,426476,433936,3,2012-12-05,1148,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,93,Car
120529256,431356,433946,2,2012-12-05,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Bus or coach (17 or more passenger seats)
120529256,431356,433946,2,2012-12-05,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,Bus or coach (17 or more passenger seats)
120529310,424577,435154,2,2012-12-05,1614,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car
120529408,430046,430181,2,2012-12-05,1830,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Motorcycle over 50cc and up to 125cc
120529408,430046,430181,2,2012-12-05,1830,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,59,Car
120529487,431224,434777,2,2012-12-05,1920,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
120529977,424584,435161,1,2012-12-05,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,Bus or coach (17 or more passenger seats)
120530293,424124,428184,2,2012-12-05,2320,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
120530866,428882,431608,2,2012-12-06,1620,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39,Car
120532470,432391,437593,1,2012-12-06,845,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,Car
120533803,420017,434145,2,2012-12-06,1040,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
120531375,424089,430779,2,2012-12-07,620,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,26,Car
120531417,428824,432498,2,2012-12-07,756,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
120531611,423200,434666,2,2012-12-07,835,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,85,Car
120531651,424127,444005,2,2012-12-07,730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,23,Car
120531738,428232,440378,2,2012-12-07,950,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
120531738,428232,440378,2,2012-12-07,950,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
120531738,428232,440378,2,2012-12-07,950,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Car
120531887,428092,432879,2,2012-12-07,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,72,Car
120532553,420509,440227,2,2012-12-07,1849,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,45,Pedal cycle
120532578,427733,429977,1,2012-12-07,1555,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car
120532588,427497,425517,2,2012-12-07,1747,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car
120532588,427497,425517,2,2012-12-07,1747,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,13,Car
120532588,427497,425517,2,2012-12-07,1747,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Car
120532588,427497,425517,2,2012-12-07,1747,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,34,Car
