reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
120126121,436009,436571,3,2012-03-20,800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Goods vehicle 3.5 tonnes mgw and under
120126121,436009,436571,3,2012-03-20,800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Goods vehicle 3.5 tonnes mgw and under
120126121,436009,436571,3,2012-03-20,800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,56,Goods vehicle 3.5 tonnes mgw and under
120126121,436009,436571,3,2012-03-20,800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Goods vehicle 3.5 tonnes mgw and under
120126121,436009,436571,3,2012-03-20,800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Goods vehicle 3.5 tonnes mgw and under
120126972,432187,431003,2,2012-03-20,740,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
120127182,430964,440115,1,2012-03-20,1730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,68,Car
120128846,441004,430984,2,2012-03-20,1910,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,33,Pedal cycle
120127647,426513,435651,2,2012-03-21,725,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
120127718,429949,436661,1,2012-03-21,1552,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Bus or coach (17 or more passenger seats)
120127734,429952,430859,2,2012-03-21,907,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
120128791,431860,429114,1,2012-03-21,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,4,Car
120128877,433848,433534,2,2012-03-21,1739,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Motorcycle over 50cc and up to 125cc
120128886,428225,435781,3,2012-03-21,1800,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,26,Pedal cycle
120128940,423159,433817,1,2012-03-21,1512,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,3,Car
120128943,430051,432361,1,2012-03-21,1722,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Motorcycle over 500cc
120129183,428397,435450,2,2012-03-21,2220,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Taxi/Private hire car
120129825,428930,433412,2,2012-03-22,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
120129825,428930,433412,2,2012-03-22,1020,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Car
120130381,431592,437826,1,2012-03-22,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,81,Car
120130406,431966,432689,2,2012-03-22,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
120130560,426871,434941,2,2012-03-22,1400,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
120130560,426871,434941,2,2012-03-22,1400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Car
120130687,426986,433434,2,2012-03-22,1705,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,56,Pedal cycle
120130845,428906,435510,2,2012-03-22,1225,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
120132070,427523,434552,3,2012-03-22,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
120132539,423157,434671,2,2012-03-22,1505,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle
120143427,428397,434386,2,2012-03-22,740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
120132042,430317,428425,2,2012-03-23,1409,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
120132042,430317,428425,2,2012-03-23,1409,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
120132112,429200,440316,2,2012-03-23,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,68,Car
120132150,430648,436819,2,2012-03-23,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
120132313,430704,434794,2,2012-03-23,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
120132376,430698,435822,1,2012-03-23,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Car
120132376,430698,435822,1,2012-03-23,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,25,Car
120132908,432366,436357,2,2012-03-23,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Motorcycle over 50cc and up to 125cc
120133291,430691,434494,1,2012-03-24,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Bus or coach (17 or more passenger seats)
120134825,429470,427296,2,2012-03-25,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Car
120135081,426375,438873,1,2012-03-25,350,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car
120135081,426375,438873,1,2012-03-25,350,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,28,Car
120135081,426375,438873,1,2012-03-25,350,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,39,Car
120136729,436224,434712,1,2012-03-25,115,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,50,Car
120136808,424812,427322,2,2012-03-25,1930,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,23,Car
120135975,440397,432307,2,2012-03-26,810,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Motorcycle over 50cc and up to 125cc
120136197,432057,435964,2,2012-03-26,905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Pedal cycle
120136430,426862,438037,2,2012-03-26,1410,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,61,Car
120136430,426862,438037,2,2012-03-26,1410,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Car
120136518,426511,427747,1,2012-03-26,1317,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,61,Car
120136604,426835,438056,2,2012-03-26,1220,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
120136695,429405,433901,2,2012-03-26,1555,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,Car
120136745,428950,426427,4,2012-03-26,1725,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,34,Car
120136745,428950,426427,4,2012-03-26,1725,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,27,Goods vehicle 3.5 tonnes mgw and under
120136745,428950,426427,4,2012-03-26,1725,Motorway,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,42,Car
120136801,437796,432439,2,2012-03-26,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
120136801,437796,432439,2,2012-03-26,1640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
120137045,420956,434454,3,2012-03-26,1650,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
120137204,430356,431635,2,2012-03-26,2255,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car
120137204,430356,431635,2,2012-03-26,2255,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,49,Car
120137204,430356,431635,2,2012-03-26,2255,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,39,Car
120137204,430356,431635,2,2012-03-26,2255,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21,Car
120137204,430356,431635,2,2012-03-26,2255,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,39,Car
120137776,437576,432610,2,2012-03-26,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
120137776,437576,432610,2,2012-03-26,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49,Car
120137776,437576,432610,2,2012-03-26,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
120137338,429395,433816,2,2012-03-27,730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,36,Car
120137338,429395,433816,2,2012-03-27,730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,28,Car
120137541,441656,433958,2,2012-03-27,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63,Goods vehicle 3.5 tonnes mgw and under
120138362,427030,426391,2,2012-03-27,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
120138423,428692,437041,1,2012-03-27,1715,B,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,13,Car
120138459,439169,432449,1,2012-03-27,1715,A,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,18,Car
120139004,443067,440538,3,2012-03-27,905,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,60,Car
120139844,430455,433681,1,2012-03-27,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,39,Car
120141957,428064,435013,2,2012-03-27,1700,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
120139215,430382,433580,2,2012-03-28,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
120139757,424171,444029,1,2012-03-28,1146,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,64,Car
120140240,430446,433936,2,2012-03-28,1454,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Bus or coach (17 or more passenger seats)
120140338,430456,433926,1,2012-03-28,1800,A(M),Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,80,Bus or coach (17 or more passenger seats)
120141342,425029,439311,2,2012-03-28,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,36,Motorcycle over 125cc and up to 500cc
120141350,421411,440512,3,2012-03-28,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,24,Car
120141399,425800,428121,1,2012-03-28,1550,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,50,Goods vehicle 3.5 tonnes mgw and under
120141246,433916,436537,2,2012-03-29,856,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
120141927,431884,435060,1,2012-03-29,1518,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,Car
120141927,431884,435060,1,2012-03-29,1518,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,33,Car
120142573,431840,439666,2,2012-03-29,2214,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Car
120142875,435918,425859,2,2012-03-30,907,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
120143351,430268,433744,1,2012-03-30,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,79,Bus or coach (17 or more passenger seats)
120143728,423323,432668,2,2012-03-30,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
120143856,433141,434018,1,2012-03-30,1420,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,33,Bus or coach (17 or more passenger seats)
120143856,433141,434018,1,2012-03-30,1420,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Bus or coach (17 or more passenger seats)
120143856,433141,434018,1,2012-03-30,1420,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,86,Bus or coach (17 or more passenger seats)
120143928,428436,434029,2,2012-03-30,1735,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,46,Car
120144262,436682,434273,2,2012-03-30,2210,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car
120144505,429911,433795,2,2012-03-30,2340,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,56,Bus or coach (17 or more passenger seats)
120145775,433153,433683,2,2012-03-30,1115,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,16,Motorcycle over 50cc and up to 125cc
120149433,429775,434387,2,2012-03-30,1520,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
120150501,440398,449275,2,2012-03-30,830,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,Pedal cycle
120144766,429655,435282,1,2012-03-31,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,79,Car
120145253,432074,433352,2,2012-03-31,1707,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,11,Pedal cycle
120145280,425606,432719,1,2012-03-31,1640,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Motorcycle over 500cc
120146004,428414,428695,2,2012-04-01,1118,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,59,Car
120146394,431488,432455,2,2012-04-01,1605,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,M/cycle 50cc and under
120146459,431337,434892,2,2012-04-01,1720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,14,Pedal cycle
120147260,430420,433732,1,2012-04-02,953,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Bus or coach (17 or more passenger seats)
120147260,430420,433732,1,2012-04-02,953,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
120148147,439885,437145,1,2012-04-02,1700,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,47,Car
120148244,430021,438552,1,2012-04-02,1449,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,68,Bus or coach (17 or more passenger seats)
120148271,435034,434696,2,2012-04-02,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
120148319,431886,435575,2,2012-04-02,1833,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,22,Car
120149769,430829,433823,1,2012-04-02,1250,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Car
120149876,445214,429407,1,2012-04-02,2320,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,23,Motorcycle over 500cc
120149235,427811,436337,1,2012-04-03,1027,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,98,Bus or coach (17 or more passenger seats)
120149597,426226,431883,2,2012-04-03,1450,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Minibus (8 – 16 passenger seats)
120150330,432137,439382,2,2012-04-03,1205,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,76,Car
120150330,432137,439382,2,2012-04-03,1205,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
120150330,432137,439382,2,2012-04-03,1205,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
120150863,428470,436851,2,2012-04-03,1630,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
120151352,432115,432880,1,2012-04-03,2200,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Female,32,Car
120151106,430960,435788,2,2012-04-04,908,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Pedal cycle
120151112,434648,435507,2,2012-04-04,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,10,Pedal cycle
120151877,430095,437873,3,2012-04-04,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
120151988,440953,448099,2,2012-04-04,1905,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,39,Car
120151820,432249,438839,2,2012-04-05,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,62,Car
120152067,430668,433650,2,2012-04-05,843,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
120152705,429952,428089,3,2012-04-05,1503,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
120152705,429952,428089,3,2012-04-05,1503,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,37,Car
120152946,429426,433920,3,2012-04-05,1632,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Car
120153059,431842,432686,1,2012-04-05,1930,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,63,Car
120153117,422462,427899,2,2012-04-05,1435,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
120153386,433136,435620,2,2012-04-05,2150,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
120153805,420325,434282,1,2012-04-05,1144,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,57,Car
120153965,429149,431736,2,2012-04-06,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
120153965,429149,431736,2,2012-04-06,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Motorcycle over 500cc
120153984,434320,442328,2,2012-04-06,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
120154374,436761,436558,2,2012-04-06,1312,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Car
120175016,432072,431118,1,2012-04-06,1730,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,37,Car
120154250,427935,426300,2,2012-04-07,10,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,46,Taxi/Private hire car
120154250,427935,426300,2,2012-04-07,10,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Taxi/Private hire car
120154346,431660,441485,1,2012-04-07,45,A,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,23,Car
120155437,429769,430607,3,2012-04-07,2350,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,31,Car
120155437,429769,430607,3,2012-04-07,2350,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,50,Taxi/Private hire car
120155437,429769,430607,3,2012-04-07,2350,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,19,Car
120155437,429769,430607,3,2012-04-07,2350,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,32,Car
120155437,429769,430607,3,2012-04-07,2350,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,25,Car
120157099,435378,428512,2,2012-04-07,1905,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,48,Car
120157099,435378,428512,2,2012-04-07,1905,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Car
120156746,432161,445133,1,2012-04-08,1210,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,67,Bus or coach (17 or more passenger seats)
120164986,426673,427475,2,2012-04-08,1500,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Car
120156609,430493,433080,1,2012-04-09,330,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Taxi/Private hire car
120156822,423300,434733,2,2012-04-09,705,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,26,Car
120156822,423300,434733,2,2012-04-09,705,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,41,Car
120157142,429915,434257,2,2012-04-09,1410,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Motorcycle over 50cc and up to 125cc
120157274,422233,433553,2,2012-04-09,1825,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,46,Car
120157336,424226,432722,2,2012-04-09,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,31,Car
120157336,424226,432722,2,2012-04-09,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Car
120157336,424226,432722,2,2012-04-09,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,22,Car
120158367,429748,426972,1,2012-04-09,1226,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
120158748,430893,435525,1,2012-04-10,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,39,Car
120159446,428626,436961,2,2012-04-10,1530,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Pedal cycle
120159937,425773,431455,2,2012-04-11,930,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,61,Car
120160390,427397,433932,2,2012-04-11,1905,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,14,Pedal cycle
120161943,426317,427910,1,2012-04-12,1635,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,80,Bus or coach (17 or more passenger seats)
120162050,422038,434386,1,2012-04-12,1750,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,14,Car
120163412,428019,432958,1,2012-04-12,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,46,Goods vehicle 3.5 tonnes mgw and under
120163526,431473,435111,3,2012-04-12,1230,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,32,Car
120163526,431473,435111,3,2012-04-12,1230,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
120163526,431473,435111,3,2012-04-12,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
120162559,420314,445361,2,2012-04-13,752,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Motorcycle over 500cc
120162707,427714,433706,3,2012-04-13,950,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
120162707,427714,433706,3,2012-04-13,950,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Car
120162795,430909,436545,2,2012-04-13,800,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle
120163085,439782,448325,2,2012-04-13,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,Pedal cycle
120163452,424612,433134,1,2012-04-13,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,7,Car
120163664,425405,427050,2,2012-04-13,1721,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,40,Car
120164645,432139,425747,2,2012-04-13,930,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
120164548,429229,435447,2,2012-04-14,1306,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56,Car
120165283,439014,439189,2,2012-04-14,2245,A,Dry,Darkness: no street lighting,Fine without high winds,Pedestrian,Fatal,Male,20,Car
120165283,439014,439189,2,2012-04-14,2245,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,51,Car
120172195,429599,432560,2,2012-04-14,1749,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,6,Car
120172195,429599,432560,2,2012-04-14,1749,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,38,Car
120165739,430448,433456,1,2012-04-15,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Male,78,Bus or coach (17 or more passenger seats)
120170957,430684,433451,1,2012-04-15,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Taxi/Private hire car
120167212,431437,432706,2,2012-04-16,1057,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
120167212,431437,432706,2,2012-04-16,1057,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Car
120167212,431437,432706,2,2012-04-16,1057,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
120167212,431437,432706,2,2012-04-16,1057,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,1,Car
120168908,442096,434626,2,2012-04-17,1255,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Pedal cycle
120169305,430806,433453,1,2012-04-17,1555,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,49,Bus or coach (17 or more passenger seats)
120169447,435434,436402,2,2012-04-17,1730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,31,Car
120169447,435434,436402,2,2012-04-17,1730,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,30,Car
120169611,429789,431075,2,2012-04-17,1914,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,19,Car
120169611,429789,431075,2,2012-04-17,1914,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,26,Car
120169611,429789,431075,2,2012-04-17,1914,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,24,Car
120169611,429789,431075,2,2012-04-17,1914,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,22,Car
120169624,431856,435867,1,2012-04-17,1810,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,5,Car
120169941,431980,435828,2,2012-04-17,1310,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
120170490,430949,435934,2,2012-04-17,925,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats)
120176776,421115,434848,1,2012-04-17,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,55,Car
