reference_number,easting,northing,number_of_vehicles,accident_date,time_24hr,1st_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,sex_of_casualty,age_of_casualty,type_of_vehicle
971109,428978,435454,1,2009-11-21,1900,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,21,Motorcycle over 500cc
974309,431780,434630,1,2009-11-21,1602,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Female,70,Car
1000509,432395,434802,2,2009-11-21,1517,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Bus or coach (17 or more passenger seats)
971209,425946,434676,2,2009-11-22,1555,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,45,Motorcycle over 500cc
976709,429408,433918,2,2009-11-22,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car
976709,429408,433918,2,2009-11-22,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
976709,429408,433918,2,2009-11-22,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Car
976709,429408,433918,2,2009-11-22,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
980209,424980,426960,3,2009-11-22,1735,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,15,Car
980209,424980,426960,3,2009-11-22,1735,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,15,Car
977209,429288,428272,1,2009-11-23,800,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Taxi/Private hire car
977509,432064,435960,2,2009-11-23,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Car
977809,429902,432406,2,2009-11-23,145,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,39,Taxi/Private hire car
979209,433474,434050,1,2009-11-23,800,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
985909,430958,435777,2,2009-11-23,1946,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,53,Car
985909,430958,435777,2,2009-11-23,1946,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
985909,430958,435777,2,2009-11-23,1946,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,10,Car
981509,424464,438596,2,2009-11-24,1730,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,48,Car
981909,425578,434240,1,2009-11-24,1604,A,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Slight,Male,13,Car
982509,429021,437502,2,2009-11-24,915,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
986709,431364,428350,1,2009-11-24,1620,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,11,Car
988109,428717,435609,2,2009-11-24,1200,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Pedal cycle
992809,430559,435120,2,2009-11-24,2230,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,56,Car
1081909,440966,431360,1,2009-11-24,1350,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,85,Car
985609,431803,434276,1,2009-11-25,1357,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Serious,Female,69,Bus or coach (17 or more passenger seats)
987109,430427,431051,1,2009-11-25,1629,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car
987109,430427,431051,1,2009-11-25,1629,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,38,Car
987809,424690,435265,2,2009-11-25,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,25,Motorcycle over 500cc
1010409,427894,432917,1,2009-11-25,1915,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,52,Car
1019409,429711,434546,3,2009-11-25,1550,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car
1051109,431960,438842,2,2009-11-25,1208,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,83,Car
982109,428840,433981,2,2009-11-26,1205,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Bus or coach (17 or more passenger seats)
988709,430221,434362,2,2009-11-26,145,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car
988709,430221,434362,2,2009-11-26,145,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
993809,431879,435373,2,2009-11-26,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Car
993809,431879,435373,2,2009-11-26,2245,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,13,Car
1000709,431208,433709,2,2009-11-26,1630,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car
1014009,432752,434842,2,2009-11-26,2050,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car
1014009,432752,434842,2,2009-11-26,2050,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
993209,426414,442200,3,2009-11-27,918,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
993209,426414,442200,3,2009-11-27,918,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,75,Car
993209,426414,442200,3,2009-11-27,918,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,12,Car
998609,430067,433799,1,2009-11-27,911,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,37,Bus or coach (17 or more passenger seats)
1004909,433722,436157,1,2009-11-27,720,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,56,Car
987909,421928,432687,1,2009-11-28,1730,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,17,Car
991409,427889,436208,1,2009-11-28,1550,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Slight,Male,23,Taxi/Private hire car
992909,430319,433900,1,2009-11-28,1830,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,27,Bus or coach (17 or more passenger seats)
993009,438613,436370,1,2009-11-28,1030,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
993009,438613,436370,1,2009-11-28,1030,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car
993009,438613,436370,1,2009-11-28,1030,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
993009,438613,436370,1,2009-11-28,1030,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
996709,443677,432746,1,2009-11-28,1730,Unclassified,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver,Slight,Female,35,Car
996709,443677,432746,1,2009-11-28,1730,Unclassified,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Passenger,Slight,Male,42,Car
1058809,426839,441373,2,2009-11-28,645,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Male,54,Car
990009,431251,441108,1,2009-11-29,647,A,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver,Slight,Male,21,Car
993509,424958,430951,3,2009-11-29,1705,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,55,Car
997309,431969,437037,2,2009-11-30,2040,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car
1010909,427946,436112,2,2009-11-30,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
1011309,414118,442717,1,2009-11-30,2200,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,17,Car
996609,420180,445517,4,2009-12-01,1000,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,80,Car
998209,425584,443070,2,2009-12-01,800,A,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Pedal cycle
1001709,427080,429422,2,2009-12-01,945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Minibus (8 – 16 passenger seats)
1004609,428934,425980,1,2009-12-01,1411,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,M/cycle 50cc and under
1005509,425529,434172,1,2009-12-01,755,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
1006609,430924,434844,1,2009-12-01,1912,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,14,Car
1007509,428597,427833,1,2009-12-01,710,A,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,28,Motorcycle over 50cc and up to 125cc
1009009,433293,436226,2,2009-12-01,2145,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,41,Car
1009109,435165,434869,1,2009-12-01,1659,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,36,Car
1009209,431518,429085,2,2009-12-01,1750,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Female,35,Car
1004309,429386,433470,2,2009-12-02,1220,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,36,Car
1004309,429386,433470,2,2009-12-02,1220,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
1004309,429386,433470,2,2009-12-02,1220,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
1005609,429920,436989,1,2009-12-02,1625,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,74,Car
1005709,432320,435080,2,2009-12-02,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
1008409,430160,433925,2,2009-12-02,1640,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,30,Car
1008709,432361,433692,2,2009-12-02,1933,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
1008709,432361,433692,2,2009-12-02,1933,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,35,Car
1008709,432361,433692,2,2009-12-02,1933,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,22,Car
1008709,432361,433692,2,2009-12-02,1933,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,23,Car
1019009,428012,431093,2,2009-12-02,1745,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,33,Car
1022109,443074,440606,2,2009-12-02,1500,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,58,Car
1025009,429779,430507,2,2009-12-02,605,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,37,Pedal cycle
1006909,427410,434992,2,2009-12-03,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,19,Car
1011009,423004,444618,1,2009-12-03,1524,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Car
1012409,431725,433633,2,2009-12-03,615,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,38,Car
1012409,431725,433633,2,2009-12-03,615,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,36,Car
1022409,424784,432895,2,2009-12-03,1130,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
1024709,427581,431052,2,2009-12-03,510,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car
1024709,427581,431052,2,2009-12-03,510,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,38,Car
1024809,432524,427549,2,2009-12-03,2210,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,21,Car
1024809,432524,427549,2,2009-12-03,2210,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,18,Car
1055209,419668,438602,1,2009-12-03,150,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,21,Car
1055209,419668,438602,1,2009-12-03,150,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,22,Car
1055209,419668,438602,1,2009-12-03,150,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,19,Car
1055209,419668,438602,1,2009-12-03,150,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,16,Car
1066309,431089,433338,1,2009-12-03,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,11,Bus or coach (17 or more passenger seats)
1066309,431089,433338,1,2009-12-03,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,Bus or coach (17 or more passenger seats)
1012909,431971,435839,2,2009-12-04,735,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
1013309,443058,447463,2,2009-12-04,920,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,80,Car
1013309,443058,447463,2,2009-12-04,920,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Car
1014509,434456,433702,2,2009-12-04,1705,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,60,Car
1014509,434456,433702,2,2009-12-04,1705,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Taxi/Private hire car
1014809,435898,436416,1,2009-12-04,1041,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,42,Car
1016909,430379,433503,1,2009-12-04,1126,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,Bus or coach (17 or more passenger seats)
1017509,435915,425857,2,2009-12-04,1015,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
1017509,435915,425857,2,2009-12-04,1015,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
1024409,423036,435904,2,2009-12-04,1411,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
1015709,420842,434703,2,2009-12-05,1030,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Car
1016409,429595,434699,1,2009-12-05,1654,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,59,Car
1016609,430774,433446,1,2009-12-05,1250,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,60,Bus or coach (17 or more passenger seats)
1017009,430871,434252,2,2009-12-05,730,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,45,Car
1017009,430871,434252,2,2009-12-05,730,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Serious,Female,22,Car
1017009,430871,434252,2,2009-12-05,730,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,21,Car
1017409,424156,428205,2,2009-12-05,2020,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,50,Car
1017409,424156,428205,2,2009-12-05,2020,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,63,Car
1017409,424156,428205,2,2009-12-05,2020,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,56,Car
1023109,429354,434966,2,2009-12-05,40,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
1024609,430085,431195,1,2009-12-05,1732,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,44,Car
1025209,425627,426883,1,2009-12-05,100,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Pedestrian,Slight,Male,21,Car
1013409,431732,439022,2,2009-12-06,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,74,Car
1019509,423894,428095,1,2009-12-06,1140,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Car
1020909,425498,435150,2,2009-12-06,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,39,Car
1020909,425498,435150,2,2009-12-06,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,6,Car
1020909,425498,435150,2,2009-12-06,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,34,Car
1020909,425498,435150,2,2009-12-06,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,13,Car
1020909,425498,435150,2,2009-12-06,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,12,Car
1027209,435369,436555,1,2009-12-06,1730,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,13,Car
1047409,431480,428569,2,2009-12-06,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
1051909,430702,433603,2,2009-12-06,230,A,Wet / Damp,Darkness: street lights present and lit,Unknown,Passenger,Slight,Female,36,Taxi/Private hire car
1058309,427327,437199,2,2009-12-06,2000,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,19,Car
1025109,432072,431106,2,2009-12-07,1750,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,34,Motorcycle over 500cc
1025509,431583,426814,2,2009-12-07,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,72,Car
1025909,443630,436726,9,2009-12-07,655,A(M),Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Female,39,Car
1025909,443630,436726,9,2009-12-07,655,A(M),Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Male,53,Car
1025909,443630,436726,9,2009-12-07,655,A(M),Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Male,35,Car
1025909,443630,436726,9,2009-12-07,655,A(M),Wet / Damp,Darkness: street lights present and lit,Other,Passenger,Slight,Male,41,Car
1026409,431086,433547,2,2009-12-07,1520,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58,Car
1027009,430884,436397,3,2009-12-07,1815,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,47,Car
1027009,430884,436397,3,2009-12-07,1815,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,20,Car
1039409,427590,431029,2,2009-12-08,700,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,36,Car
1048009,430445,424201,2,2009-12-08,1725,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,25,Car
1110209,430172,438251,1,2009-12-08,2045,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,75,Car
1027309,429737,430547,1,2009-12-09,750,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,12,Car
1028709,425245,434985,2,2009-12-09,720,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
1029209,430780,438443,2,2009-12-09,1510,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
1031109,429819,426400,2,2009-12-09,1515,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
1033609,429920,426399,3,2009-12-09,1625,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car
1033609,429920,426399,3,2009-12-09,1625,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,46,Car
1034809,430253,433910,1,2009-12-09,1837,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,25,Bus or coach (17 or more passenger seats)
1039609,431993,428408,2,2009-12-09,944,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
1045209,431493,433966,3,2009-12-09,1553,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car
1045209,431493,433966,3,2009-12-09,1553,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Car
1045209,431493,433966,3,2009-12-09,1553,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,34,Taxi/Private hire car
1045209,431493,433966,3,2009-12-09,1553,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,26,Car
1045309,432213,435172,1,2009-12-09,1900,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,16,Car
1046009,429237,433166,2,2009-12-09,745,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Motorcycle over 500cc
1049209,441062,449169,2,2009-12-09,1230,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,54,Car
1049209,441062,449169,2,2009-12-09,1230,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,57,Car
1057709,425254,433565,1,2009-12-09,1945,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,18,Car
1060809,422641,435004,1,2009-12-09,2301,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Female,20,Car
1031609,428433,434999,2,2009-12-10,1210,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
1046209,429635,433801,1,2009-12-10,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,16,Car
1048209,434440,428265,1,2009-12-10,2015,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,17,Car
1049509,432243,429048,2,2009-12-10,1725,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Car
1049809,430876,434248,2,2009-12-10,1600,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Motorcycle over 50cc and up to 125cc
1063809,436200,436852,1,2009-12-10,1945,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,77,Car
1033309,436066,436898,1,2009-12-11,1230,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,72,Bus or coach (17 or more passenger seats)
1033409,427896,434623,1,2009-12-11,1635,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car
1037109,427552,426319,5,2009-12-11,2025,Motorway,Wet / Damp,Darkness: street lights present and lit,Other,Passenger,Slight,Female,21,Car
1038409,424780,434832,2,2009-12-11,910,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
1042109,422667,432357,1,2009-12-11,1004,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
1047109,430084,435429,1,2009-12-11,1657,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,24,Taxi/Private hire car
1053209,431983,435796,2,2009-12-11,2200,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Motorcycle over 50cc and up to 125cc
1060209,441573,434639,14,2009-12-11,1845,Motorway,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Driver,Slight,Male,27,Car
1060209,441573,434639,14,2009-12-11,1845,Motorway,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Driver,Slight,Male,39,Car
1060209,441573,434639,14,2009-12-11,1845,Motorway,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Driver,Slight,Male,33,Car
1060209,441573,434639,14,2009-12-11,1845,Motorway,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Passenger,Slight,Female,27,Car
1060209,441573,434639,14,2009-12-11,1845,Motorway,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Passenger,Slight,Female,37,Car
1060209,441573,434639,14,2009-12-11,1845,Motorway,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Passenger,Slight,Female,35,Car
1068409,432663,436931,1,2009-12-11,1550,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
1068409,432663,436931,1,2009-12-11,1550,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,48,Car
1034709,426918,439555,3,2009-12-12,1826,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,28,Car
1034709,426918,439555,3,2009-12-12,1826,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,51,Car
1035209,430191,434345,2,2009-12-12,1505,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,60,Car
1035209,430191,434345,2,2009-12-12,1505,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,53,Car
1040809,426431,427675,1,2009-12-12,1208,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,33,Car
1041709,424948,436736,1,2009-12-12,1756,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
1044909,430263,426183,2,2009-12-12,30,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,31,Taxi/Private hire car
1046509,434603,434479,1,2009-12-12,1759,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,34,Car
1052709,443314,438991,3,2009-12-12,1333,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car
1052709,443314,438991,3,2009-12-12,1333,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Car
1059609,442973,434563,2,2009-12-12,1428,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,Car
1059609,442973,434563,2,2009-12-12,1428,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car
1065209,439677,448617,1,2009-12-12,907,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,82,Car
1039809,427806,425853,2,2009-12-13,1605,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
